Document Count,Indexing Duration Micros,Start of Document
3276,10085,the the the the the the the
3277,10100,the the the the the the the
3278,10254,the the the the the the the
3279,10185,the the the the the the the
3280,10086,the the the the the the the
3281,10309,the the the the the the the
3282,10301,the the the the the the the
3283,10384,the the the the the the the
3284,10273,the the the the the the the
3285,10292,the the the the the the the
3286,10130,the the the the the the the
3287,10099,the the the the the the the
3288,10048,the the the the the the the
3289,11376,the the the the the the the
3290,10191,the the the the the the the
3291,10126,the the the the the the the
3292,10502,the the the the the the the
3293,10524,the the the the the the the
3294,10061,the the the the the the the
3295,10062,the the the the the the the
3296,11280,the the the the the the the
3297,10498,the the the the the the the
3298,10094,the the the the the the the
3299,11298,the the the the the the the
3300,10338,the the the the the the the
3301,10358,the the the the the the the
3302,10843,the the the the the the the
3303,10866,the the the the the the the
3304,10712,the the the the the the the
3305,11553,the the the the the the the
3306,10545,the the the the the the the
3307,11075,the the the the the the the
3308,10874,the the the the the the the
3309,10885,the the the the the the the
3310,11977,the the the the the the the
3311,10337,the the the the the the the
3312,10180,the the the the the the the
3313,10610,the the the the the the the
3314,10543,the the the the the the the
3315,10379,the the the the the the the
3316,10566,the the the the the the the
3317,10315,the the the the the the the
3318,10172,the the the the the the the
3319,13572,the the the the the the the
3320,11179,the the the the the the the
3321,10435,the the the the the the the
3322,10706,the the the the the the the
3323,10244,the the the the the the the
3324,10391,the the the the the the the
3325,10694,the the the the the the the
3326,10655,the the the the the the the
3327,10261,the the the the the the the
3328,10600,the the the the the the the
3329,10296,the the the the the the the
3330,10461,the the the the the the the
3331,10390,the the the the the the the
3332,10444,the the the the the the the
3333,10421,the the the the the the the
3334,11714,the the the the the the the
3335,10477,the the the the the the the
3336,11686,the the the the the the the
3337,10366,the the the the the the the
3338,10360,the the the the the the the
3339,10417,the the the the the the the
3340,10719,the the the the the the the
3341,10550,the the the the the the the
3342,10909,the the the the the the the
3343,10712,the the the the the the the
3344,10572,the the the the the the the
3345,10133,the the the the the the the
3346,9965,the the the the the the the
3347,10280,the the the the the the the
3348,10278,the the the the the the the
3349,10621,the the the the the the the
3350,10389,the the the the the the the
3351,10959,the the the the the the the
3352,12314,the the the the the the the
3353,10273,the the the the the the the
3354,10278,the the the the the the the
3355,10424,the the the the the the the
3356,10955,the the the the the the the
3357,10531,the the the the the the the
3358,10582,the the the the the the the
3359,11219,the the the the the the the
3360,10360,the the the the the the the
3361,10480,the the the the the the the
3362,10373,the the the the the the the
3363,10792,the the the the the the the
3364,10257,the the the the the the the
3365,10213,the the the the the the the
3366,11057,the the the the the the the
3367,10336,the the the the the the the
3368,10521,the the the the the the the
3369,11016,the the the the the the the
3370,10198,the the the the the the the
3371,10362,the the the the the the the
3372,10774,the the the the the the the
3373,10536,the the the the the the the
3374,10185,the the the the the the the
3375,11091,the the the the the the the
3376,11594,the the the the the the the
3377,10157,the the the the the the the
3378,11127,the the the the the the the
3379,10152,the the the the the the the
3380,12475,the the the the the the the
3381,10819,the the the the the the the
3382,10698,the the the the the the the
3383,10553,the the the the the the the
3384,10899,the the the the the the the
3385,10176,the the the the the the the
3386,10868,the the the the the the the
3387,10617,the the the the the the the
3388,12132,the the the the the the the
3389,10321,the the the the the the the
3390,10895,the the the the the the the
3391,10843,the the the the the the the
3392,10378,the the the the the the the
3393,10418,the the the the the the the
3394,10470,the the the the the the the
3395,10309,the the the the the the the
3396,10629,the the the the the the the
3397,10792,the the the the the the the
3398,10270,the the the the the the the
3399,10731,the the the the the the the
3400,10119,the the the the the the the
3401,11167,the the the the the the the
3402,11417,the the the the the the the
3403,10507,the the the the the the the
3404,10403,the the the the the the the
3405,11505,the the the the the the the
3406,11975,the the the the the the the
3407,10100,the the the the the the the
3408,10657,the the the the the the the
3409,10497,the the the the the the the
3410,10367,the the the the the the the
3411,11400,the the the the the the the
3412,10207,the the the the the the the
3413,11339,the the the the the the the
3414,10624,the the the the the the the
3415,11539,the the the the the the the
3416,10160,the the the the the the the
3417,10839,the the the the the the the
3418,10476,the the the the the the the
3419,10633,the the the the the the the
3420,11807,the the the the the the the
3421,10280,the the the the the the the
3422,10689,the the the the the the the
3423,12262,the the the the the the the
3424,10399,the the the the the the the
3425,10068,the the the the the the the
3426,12072,the the the the the the the
3427,10485,the the the the the the the
3428,10292,the the the the the the the
3429,10867,the the the the the the the
3430,10166,the the the the the the the
3431,10311,the the the the the the the
3432,11017,the the the the the the the
3433,10200,the the the the the the the
